instruction;input;output;prediction
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Bonjour, j'ai besoin d'aide pour comprendre les nombres complexes.;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Bonjour, j'ai besoin d'aide pour comprendre les nombres complexes. ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Pouvez-vous m'expliquer comment calculer une dérivée ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Pouvez-vous m'expliquer comment calculer une dérivée ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Je ne comprends pas comment utiliser les différentielles dans un problème mathématique.;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Je ne comprends pas comment utiliser les différentielles dans un problème mathématique. ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment puis-je résoudre un problème impliquant les nombres complexes et les dérivées ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment puis-je résoudre un problème impliquant les nombres complexes et les dérivées ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Pouvez-vous me donner des exemples d'utilisation des différentielles dans les mathématiques appliquées ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Pouvez-vous me donner des exemples d'utilisation des différentielles dans les mathématiques appliquées ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;J'ai besoin d'aide pour comprendre les nombres complexes en mathématiques.;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""J'ai besoin d'aide pour comprendre les nombres complexes en mathématiques. ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Je ne comprends pas comment dériver une fonction en mathématiques.;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Je ne comprends pas comment dériver une fonction en mathématiques. ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;J'ai du mal avec les différentielles en mathématiques, pourrais-tu m'aider ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""J'ai du mal avec les différentielles en mathématiques, pourrais-tu m'aider ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Je souhaite approfondir mes connaissances en nombres complexes en mathématiques.;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Je souhaite approfondir mes connaissances en nombres complexes en mathématiques. ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment utiliser les différentielles pour résoudre des problèmes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment utiliser les différentielles pour résoudre des problèmes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Peux-tu m'expliquer comment additionner des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Peux-tu m'expliquer comment additionner des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la différentielle d'une fonction ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce que la différentielle d'une fonction ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Peux-tu m'expliquer comment multiplier des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Peux-tu m'expliquer comment multiplier des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle linéaire du premier ordre ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle linéaire du premier ordre ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver les racines d'un nombre complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment trouver les racines d'un nombre complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les règles de dérivation pour les fonctions trigonométriques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les règles de dérivation pour les fonctions trigonométriques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier un nombre complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment simplifier un nombre complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la tangente d'une courbe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la tangente d'une courbe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une limite de fonction ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer une limite de fonction ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Peux-tu m'expliquer ce qu'est un nombre complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Peux-tu m'expliquer ce qu'est un nombre complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quels sont les concepts de base des dérivées en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quels sont les concepts de base des dérivées en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment peut-on utiliser les différentielles dans les calculs mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment peut-on utiliser les différentielles dans les calculs mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Pourquoi les nombres complexes sont-ils utilisés en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Pourquoi les nombres complexes sont-ils utilisés en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les applications des dérivées dans la vie quotidienne ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les applications des dérivées dans la vie quotidienne ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une intégrale en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer une intégrale en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Explique-moi les nombres complexes en mathématiques.;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Explique-moi les nombres complexes en mathématiques. ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la dérivée d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la dérivée d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment peut-on utiliser les nombres complexes dans les calculs mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment peut-on utiliser les nombres complexes dans les calculs mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les différentes règles de dérivation en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les différentes règles de dérivation en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment peut-on utiliser les différentielles pour résoudre des problèmes mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment peut-on utiliser les différentielles pour résoudre des problèmes mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment peut-on simplifier une expression algébrique complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment peut-on simplifier une expression algébrique complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les propriétés des différentielles en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Quelles sont les propriétés des différentielles en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre imaginaire ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre imaginaire ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une différentielle en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer une différentielle en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les applications des nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Quelles sont les applications des nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment utiliser les dérivées pour trouver les points critiques d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment utiliser les dérivées pour trouver les points critiques d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la dérivée partielle d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce que la dérivée partielle d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quels sont les principes de base des dérivées en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quels sont les principes de base des dérivées en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les méthodes pour résoudre une équation différentielle linéaire en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Quelles sont les méthodes pour résoudre une équation différentielle linéaire en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les règles pour calculer les dérivées en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les règles pour calculer les dérivées en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier une expression complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment simplifier une expression complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que les différentielles en mathématiques et comment les utiliser ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce que les différentielles en mathématiques et comment les utiliser ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment fonctionnent les nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment fonctionnent les nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Où puis-je trouver des exercices sur les nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Où puis-je trouver des exercices sur les nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une fonction holomorphe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'une fonction holomorphe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les règles pour dériver une fonction trigonométrique en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les règles pour dériver une fonction trigonométrique en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver une dérivée d'ordre supérieur ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver une dérivée d'ordre supérieur ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Peux-tu m'expliquer le concept de nombre complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Peux-tu m'expliquer le concept de nombre complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle ordinaire en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle ordinaire en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle du deuxième ordre en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle du deuxième ordre en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier une équation complexe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment simplifier une équation complexe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la limite d'une fonction en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la limite d'une fonction en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe en maths ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe en maths ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction en maths ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction en maths ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une différentielle en maths ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une différentielle en maths ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle en maths ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle en maths ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la méthode des tangentes en maths ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce que la méthode des tangentes en maths ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une intégrale définie en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Qu'est-ce qu'une intégrale définie en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation quadratique en maths ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre une équation quadratique en maths ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la dérivée d'une fonction polynomiale en maths ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la dérivée d'une fonction polynomiale en maths ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la limite d'une fonction en maths ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la limite d'une fonction en maths ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la dérivée d'une fonction trigonométrique en maths ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la dérivée d'une fonction trigonométrique en maths ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une intégrale définie en maths ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer une intégrale définie en maths ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelle est la formule pour calculer une dérivée ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelle est la formule pour calculer une dérivée ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment peut-on simplifier les expressions mathématiques contenant des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment peut-on simplifier les expressions mathématiques contenant des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelle est la définition d'une dérivée en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelle est la définition d'une dérivée en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment peut-on calculer les dérivées des fonctions trigonométriques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment peut-on calculer les dérivées des fonctions trigonométriques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment peut-on calculer les dérivées des fonctions exponentielles ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment peut-on calculer les dérivées des fonctions exponentielles ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Peux-tu m'expliquer ce qu'est une dérivée ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Peux-tu m'expliquer ce qu'est une dérivée ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Je ne comprends pas les nombres imaginaires en mathématiques, peux-tu m'expliquer ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Je ne comprends pas les nombres imaginaires en mathématiques, peux-tu m'expliquer ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une dérivée d'une fonction ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer une dérivée d'une fonction ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre des équations avec des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre des équations avec des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle linéaire en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle linéaire en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer une dérivée d'une fonction polynomiale ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer une dérivée d'une fonction polynomiale ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce que la règle de la chaîne en mathématiques et comment l'appliquer ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce que la règle de la chaîne en mathématiques et comment l'appliquer ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la tangente d'une courbe en un point donné ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la tangente d'une courbe en un point donné ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver la pente d'une courbe en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment trouver la pente d'une courbe en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la partie imaginaire d'un nombre complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment calculer la partie imaginaire d'un nombre complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation polynomiale de degré 2 ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre une équation polynomiale de degré 2 ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer les différentielles en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment calculer les différentielles en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelle est la formule pour additionner des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Quelle est la formule pour additionner des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation à variables complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment résoudre une équation à variables complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelle est l'utilité des dérivées dans les mathématiques ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelle est l'utilité des dérivées dans les mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les règles pour calculer les dérivées ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les règles pour calculer les dérivées ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment additionner deux nombres complexes en mathématiques ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Comment additionner deux nombres complexes en mathématiques ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les propriétés des dérivées ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Quelles sont les propriétés des dérivées ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment trouver les solutions d'une équation différentielle ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment trouver les solutions d'une équation différentielle ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
